99469;99837;99831;99466;101802;99586;98627;100462
99152;99368;100737;99013;99804;100783;100786;99107
99571;99258;101513;101028;99398;101485;100636;99972
101342;101136;101287;101074;100777;99294;99762;100676
101130;101145;100825;99598;101117;101600;99341;100627
